"年別","月份","日本","韓國","北韓","香港","中國大陸","澳門","蒙古","越南","泰國","馬來西亞","新加坡","菲律賓","汶萊","印尼","柬埔寨","寮國","帝汶","緬甸","索羅門群島","吐瓦魯","印度","巴基斯坦","斯里蘭卡","孟加拉","尼泊爾","不丹","馬爾地夫","塞席爾","吉里巴斯","伊朗","伊拉克","巴林","南葉門","沙烏地阿拉伯","科威特","卡達","阿曼","以色列","約旦","敘利亞","黎巴嫩","阿拉伯聯合大公國","葉門","土耳其","賽普勒斯","阿富汗(觀光)","埃及","摩洛哥","阿爾及利亞","突尼西亞","利比亞","蘇丹","索馬利亞","南非","象牙海岸","奈及利亞","賴比瑞亞","幾內亞","安哥拉","剛果共和國","中非共和國","波札那","喀麥隆","查德","衣索匹亞","加彭","甘比亞","迦納","肯亞","賴索托","馬拉加西","模里西斯","馬利","馬拉威","莫三鼻克","尼日","盧安達","塞內加爾","獅子山","坦桑尼亞","烏干達","尚比亞","多哥","辛巴威","史瓦濟蘭","布吉納法索","貝南","赤道幾內亞","維德角島","吉布地","西撒哈拉","幾內亞比索","葛摩","留尼旺","聖多美及普林西比","美國","加拿大","百慕達","墨西哥","巴拿馬","巴貝多","巴哈馬","古巴","哥斯達黎加","多明尼加","瓜地馬拉","宏都拉斯","海地","牙買加","尼加拉瓜","薩爾瓦多","千里達及托貝哥","聖文森","貝里斯","格瑞那達","聖露西亞","聖克里斯多福","阿根廷","巴西","智利","委內瑞拉","玻利維亞","哥倫比亞","厄瓜多爾","巴拉圭","秘魯","烏拉圭","蘇利南","蓋亞納","澳洲","紐西蘭","裴濟","諾魯","帛琉","東加","巴布亞新幾內亞","萬那杜","馬紹爾","大溪地","密克羅尼西亞","比利時","法國","德國","義大利","荷蘭","英國","西班牙","瑞典","瑞士","挪威","丹麥","愛爾蘭","冰島","葡萄牙","芬蘭","奧地利","南斯拉夫","希臘","馬爾他","盧森堡","摩納哥","安道爾","列支敦斯登","白俄羅斯","烏克蘭","教廷","克羅埃西亞","波士尼亞","愛沙尼亞","立陶宛","拉脫維亞","馬其頓","斯洛凡尼亞","斯洛伐克","俄羅斯","東德","波蘭","捷克","匈牙利","阿爾巴尼亞","羅馬尼亞","保加利亞","摩爾多瓦","聖馬利諾"
"99","8","91613","19934","4","74588","118616","7012","105","6683","7227","16087","13178","6934","138","10039","131","9","2","329","25","7","1926","68","56","94","106","26","0","0","17","93","14","3","0","36","5","3","12","405","35","16","44","45","3","189","17","6","47","5","4","3","1","5","0","442","1","48","0","7","0","1","0","0","2","0","6","1","50","18","13","0","5","13","1","1","5","0","0","4","0","2","30","0","0","7","23","35","1","0","0","0","0","1","0","2","17","30241","5024","0","180","40","2","2","9","24","32","70","65","6","4","26","38","0","20","51","4","22","9","42","316","71","44","2","51","27","49","32","8","0","1","3965","559","8","23","11","2","15","1","17","1","4","294","2079","3153","819","1123","3447","431","393","427","131","187","164","19","1012","154","523","0","112","2","28","4","0","2","20","73","1","22","1","17","11","17","4","20","97","418","0","243","167","75","1","41","25","2","1"
"99","9","91782","17953","7","52944","105707","6023","294","6663","7284","25956","14746","6951","115","14416","111","2","4","422","16","4","1945","86","97","97","67","43","2","0","13","115","11","2","1","48","7","3","5","245","55","10","36","36","6","167","5","8","57","6","11","10","10","1","0","328","1","41","0","2","0","1","1","0","4","0","11","1","35","10","11","0","5","48","0","8","1","2","0","3","0","3","0","1","0","3","22","16","1","0","0","0","0","0","0","2","2","27278","4312","1","189","37","2","3","3","19","66","40","64","25","1","43","39","0","13","27","0","5","11","75","297","136","39","8","52","23","58","29","7","2","0","5517","666","9","21","12","3","5","2","11","2","1","475","1843","3286","856","946","3654","487","513","522","163","288","214","9","462","187","408","2","93","30","20","0","0","3","29","126","3","29","2","18","18","12","5","27","59","447","0","234","180","167","1","73","35","2","0"
"99","10","90904","17103","3","56925","150221","2959","104","5943","9099","25383","19380","7030","153","9102","117","3","6","351","18","7","2194","114","61","86","80","24","3","1","5","171","23","8","0","63","13","5","9","584","66","30","37","59","9","252","9","5","110","3","17","17","14","7","0","316","1","44","2","4","1","0","0","1","5","1","6","0","21","7","20","0","2","15","1","0","1","1","0","2","0","4","3","1","0","1","9","41","0","0","0","0","0","0","0","1","13","34066","6003","0","252","84","2","3","52","79","56","29","37","9","2","45","28","6","4","12","0","7","5","88","447","82","40","8","82","34","53","38","9","2","3","5266","672","6","37","10","5","16","0","9","18","0","477","2901","4652","1477","1261","4209","659","767","904","204","313","191","15","617","268","668","2","83","8","24","2","2","2","27","101","0","37","3","18","25","25","2","32","93","599","0","259","287","121","2","69","37","3","9"
"99","11","105534","19532","4","56568","165065","2836","118","5411","7413","34434","29961","7257","122","8962","40","16","7","216","15","11","1782","96","52","68","66","40","2","0","17","79","11","6","3","90","15","5","25","443","57","11","21","63","7","203","6","4","69","11","7","4","25","2","0","212","4","49","0","2","1","1","0","0","1","0","3","1","13","5","9","0","5","18","4","1","2","1","0","2","0","1","1","0","0","2","7","27","0","1","0","0","0","1","0","0","14","32311","5584","0","139","23","0","3","0","15","22","41","48","11","2","31","32","3","4","9","0","4","1","66","251","90","31","9","70","19","28","23","9","2","2","4811","762","15","21","15","3","3","0","8","6","2","463","2150","3887","1183","1290","3923","518","615","632","212","316","168","8","478","233","577","0","95","9","32","5","0","3","32","89","1","39","4","24","20","18","0","46","90","590","1","227","180","84","3","73","49","5","1"
"99","12","101395","18365","1","77852","121918","5728","163","5656","8890","40644","41845","7801","267","12395","54","3","5","248","6","1","1488","97","57","52","67","29","4","0","15","75","10","5","2","50","5","1","11","310","51","18","16","40","2","196","6","10","80","12","6","3","6","4","0","451","0","18","0","2","2","1","0","6","1","0","16","1","4","2","10","3","3","32","2","27","1","0","0","3","1","9","6","3","0","0","7","13","0","0","1","0","0","0","0","1","3","35374","6271","0","98","23","1","4","0","12","12","32","20","2","3","9","14","1","0","8","0","0","2","118","371","65","43","9","27","10","35","23","10","0","0","7504","1070","11","24","7","2","13","3","10","5","0","312","1804","2823","778","1092","2897","338","541","435","147","214","129","4","906","189","442","0","86","1","18","3","1","2","12","81","0","15","1","9","19","13","4","21","73","376","0","142","95","53","0","48","22","5","0"
"100","1","101193","24316","0","41276","101354","1649","106","5221","6165","16062","14395","7995","91","10931","81","4","3","207","10","2","1865","93","36","66","95","50","0","1","3","76","15","0","1","82","19","2","12","349","39","12","17","55","9","196","10","15","55","9","2","5","8","4","0","452","2","43","1","2","0","1","0","0","1","0","0","0","5","22","19","3","0","26","1","2","30","0","0","5","0","4","0","4","1","5","7","19","0","0","0","0","0","0","0","1","11","31617","5761","0","144","128","1","10","2","33","16","38","39","3","2","33","17","0","4","14","0","4","9","83","423","102","30","7","56","17","44","34","3","1","0","6028","958","16","5","20","1","7","1","5","4","0","305","2113","3361","933","1139","3702","393","539","490","171","317","165","19","279","187","443","1","67","6","20","2","0","3","32","93","1","26","2","17","16","9","3","61","97","434","0","198","161","83","0","37","30","2","0"
"100","2","106970","23190","0","59215","115845","6366","204","9388","8674","26072","15041","6889","224","9206","95","31","5","388","3","5","1848","82","31","57","64","46","0","1","9","80","17","3","0","100","9","1","6","322","39","17","12","22","6","227","4","12","38","9","6","3","5","6","0","524","1","34","0","1","1","1","0","0","0","1","1","0","19","4","19","0","8","12","0","0","2","1","1","4","0","2","0","0","1","3","10","32","0","0","0","0","0","0","0","3","0","28358","5563","0","121","86","5","3","0","24","53","50","65","19","1","41","42","0","3","18","0","9","2","62","238","116","23","11","34","14","46","27","3","0","0","4782","591","5","5","9","3","10","4","6","3","0","259","2259","3991","843","1018","3878","350","593","550","147","218","145","7","420","206","500","0","97","1","23","1","1","1","26","114","0","25","1","19","27","23","4","32","95","508","0","220","182","84","3","58","33","0","0"
"100","3","114352","19531","6","55410","153649","2736","117","8693","10400","29390","24418","6707","193","13987","61","6","8","467","5","3","2307","141","82","76","72","39","1","1","10","104","12","1","0","69","16","4","7","476","81","22","11","51","13","366","7","14","51","13","17","10","0","5","0","384","1","48","0","0","1","0","0","0","0","0","4","1","14","4","31","0","2","26","1","2","3","1","2","6","0","1","9","1","0","4","7","16","0","0","1","0","0","0","0","4","1","35521","6261","0","231","58","6","9","1","31","32","56","39","8","4","25","26","2","5","16","0","9","13","106","445","80","44","13","67","20","46","32","6","0","0","4846","761","19","8","8","1","9","3","8","3","0","506","2521","4069","1548","1347","4038","625","725","675","244","375","174","9","352","260","834","2","92","3","24","2","2","6","30","138","1","25","4","31","27","10","2","50","125","543","1","219","202","97","1","126","56","5","1"
"100","4","86743","18656","3","83022","193457","3515","114","8231","11857","25274","23549","9906","115","11050","174","11","3","374","7","5","2041","134","62","82","105","28","1","0","6","162","32","8","0","133","25","6","8","334","75","31","33","110","35","309","3","17","118","16","21","14","2","23","0","386","0","57","0","5","0","0","0","0","2","0","1","0","4","8","17","0","3","31","1","1","6","1","1","1","0","6","1","3","1","3","11","22","4","0","0","0","0","1","0","0","0","34900","5281","0","200","60","3","8","2","27","24","41","33","3","4","15","21","15","7","7","2","0","6","81","393","65","50","11","91","38","34","41","6","0","4","5831","828","6","8","17","1","9","2","12","0","0","395","2361","3726","898","1130","3985","495","634","619","188","311","171","7","424","235","524","1","95","9","29","1","0","1","44","144","1","33","2","35","36","20","7","13","119","711","0","231","137","68","1","72","95","3","0"
"100","5","87984","20413","9","52323","150479","2742","86","8706","8384","23830","22275","9751","64","10941","148","4","3","282","9","17","2297","88","67","105","96","35","4","1","27","185","19","0","0","94","27","9","17","555","53","23","34","66","6","301","16","18","102","4","17","26","0","4","1","344","0","49","0","3","0","0","0","1","3","0","9","1","14","15","12","0","3","21","0","6","1","0","0","1","0","9","1","5","1","4","21","13","0","1","0","0","0","1","0","3","4","34442","4881","0","202","47","1","4","0","29","39","40","33","4","1","19","15","2","3","9","1","4","3","127","457","71","47","13","81","25","40","39","8","1","2","3856","677","10","18","20","2","19","19","4","2","2","348","2472","3929","1105","1070","3427","519","553","592","143","262","151","8","376","222","447","1","104","12","26","2","2","3","44","218","0","24","1","18","19","24","5","23","58","764","0","204","147","89","1","74","80","7","0"
"100","6","91089","20161","4","68118","114435","6805","124","9272","9052","21177","25590","9940","87","14082","91","4","7","317","6","4","1965","119","53","106","83","20","3","0","9","128","24","9","0","133","23","6","26","359","82","22","19","134","11","251","4","5","68","21","7","11","1","14","0","287","2","53","1","2","1","1","1","1","0","1","1","2","7","11","22","1","4","18","2","3","0","1","1","3","0","3","4","1","0","4","14","20","2","0","1","2","0","1","0","1","15","38763","4237","7","132","52","2","1","2","28","74","39","38","10","0","28","33","5","2","8","1","2","1","52","275","74","27","7","44","9","18","42","4","0","0","4047","670","7","11","14","5","10","3","17","7","4","349","2065","2761","951","953","3140","459","565","483","189","223","169","6","610","246","345","0","93","4","16","6","0","1","39","112","0","57","2","14","18","18","4","18","40","593","0","203","128","85","0","60","48","8","1"
"100","7","94009","17752","25","69744","135968","4038","85","8969","7734","15521","18009","8008","89","12225","92","29","6","295","22","4","1961","87","57","48","89","46","5","1","29","89","13","5","1","119","30","6","21","361","41","9","14","86","7","205","11","13","96","17","11","7","0","7","0","382","0","58","0","1","2","0","0","0","3","0","0","0","26","19","16","0","0","25","2","5","0","13","0","0","0","1","3","2","1","5","8","40","1","0","0","0","0","2","0","0","2","36029","5761","0","249","69","2","1","27","24","44","25","36","10","3","25","12","5","1","22","0","4","3","64","358","83","61","7","58","33","26","46","19","1","0","4492","727","13","16","32","1","6","9","7","1","0","425","2601","3383","1023","1358","3513","536","454","617","227","263","151","8","546","142","639","0","98","2","17","3","0","0","46","108","0","14","2","11","55","21","1","87","98","491","1","239","183","113","5","60","42","10","0"
"100","8","117750","21348","5","73892","138673","7164","196","8655","7969","22877","17046","7963","133","17222","167","11","6","415","19","22","1918","44","106","28","109","33","2","0","15","127","24","2","0","27","5","0","10","367","57","15","15","70","2","205","8","25","38","9","5","4","2","5","0","481","4","34","0","1","0","1","0","2","1","0","4","0","48","14","16","0","23","35","2","7","7","1","1","1","1","5","2","2","0","5","36","65","0","0","0","0","0","0","0","1","9","31092","4797","0","180","91","3","8","2","16","62","90","88","27","4","55","62","9","16","34","0","23","15","59","271","98","44","10","61","39","71","46","4","2","0","3383","576","14","34","26","5","13","3","13","2","0","301","2334","3341","822","1216","3306","482","446","457","125","183","176","6","557","184","521","0","65","10","26","2","0","1","41","77","0","32","3","20","23","21","5","79","82","432","1","285","152","93","3","55","30","5","1"
"100","9","122908","17996","46","49986","122574","5722","379","7952","7776","21432","19338","7665","72","14126","113","6","16","595","10","10","2091","121","97","101","107","27","9","2","7","136","43","10","0","160","23","8","9","369","75","22","13","53","8","167","10","9","55","6","7","8","1","5","0","297","6","69","0","2","0","1","0","0","3","0","25","3","75","10","14","0","0","23","1","4","4","0","2","2","0","6","1","5","1","7","26","17","2","0","0","0","0","0","0","1","13","27735","4100","0","132","75","3","7","0","25","27","58","55","19","2","54","52","3","15","34","0","12","16","63","233","64","29","14","49","22","74","46","1","10","1","4688","763","18","8","18","5","15","2","14","3","1","341","2142","3250","859","1082","2993","526","521","462","157","256","149","6","359","225","434","0","101","6","19","2","0","2","36","92","0","50","0","15","18","24","6","29","61","503","0","232","207","56","1","56","35","3","0"
"100","10","112450","17859","8","58067","163290","3566","191","7706","8921","25256","25132","9972","136","14702","129","10","12","831","24","8","1961","105","117","77","83","39","2","0","9","95","24","9","1","98","22","6","11","426","87","21","26","59","9","322","8","17","114","17","12","13","1","3","0","347","4","72","0","3","0","5","0","1","1","0","3","0","28","9","29","0","4","83","1","3","1","0","0","3","0","7","8","2","0","1","42","48","0","0","1","0","0","0","0","6","9","37699","6721","0","193","60","0","7","3","20","58","78","36","6","7","18","23","3","3","12","2","0","5","89","431","115","48","11","94","21","33","42","8","0","1","5502","752","24","16","8","1","12","4","9","3","0","442","3083","4804","1260","1507","3880","686","778","714","210","375","220","16","426","326","631","0","88","8","19","3","1","2","48","139","1","39","1","22","37","12","1","36","100","578","0","278","273","109","3","110","60","10","4"
"100","11","130538","20878","12","62061","213144","3328","175","6744","6919","38406","38295","7842","122","12784","86","5","10","256","4","1","2083","89","86","52","93","39","4","1","3","144","20","47","1","84","29","10","4","423","44","12","9","61","7","246","7","8","55","13","17","11","2","10","1","342","1","45","0","0","2","0","0","1","1","0","6","2","8","8","17","3","0","29","1","30","1","4","1","4","0","16","4","3","0","8","9","17","0","0","0","0","0","0","0","0","3","35468","6780","0","126","42","3","4","4","9","32","18","39","6","0","15","33","0","1","6","1","8","6","91","310","70","35","15","57","11","15","47","1","3","1","5328","891","21","14","14","1","11","1","13","2","1","402","2721","4750","1335","1439","4269","621","646","771","191","320","184","8","468","312","602","0","150","5","26","6","2","3","28","146","5","58","3","36","24","24","5","43","78","582","0","294","323","97","2","65","66","7","0"
"100","12","128772","20802","0","90919","181317","6280","173","6300","9051","42601","56511","8901","271","15025","94","7","14","343","1","0","1590","77","56","66","95","51","1","2","5","113","6","6","1","45","10","1","4","360","25","13","11","52","12","219","8","14","51","12","11","5","2","6","0","483","1","50","2","1","0","0","1","0","2","0","11","0","5","7","21","2","1","38","0","1","1","0","2","1","0","4","2","1","0","3","5","13","0","0","0","0","0","0","0","1","5","40993","7402","0","100","32","3","0","1","34","15","31","19","3","5","12","22","2","2","6","0","0","3","91","361","81","19","5","50","17","48","38","6","0","0","7284","1242","24","8","8","2","5","9","13","3","1","275","2410","3279","830","1142","3288","504","529","528","131","236","151","5","654","251","448","0","79","9","34","2","0","4","29","139","0","38","4","10","20","22","1","18","84","528","0","174","152","61","2","57","34","6","0"
"101","1","93578","25760","0","61045","140432","3312","152","5519","5407","20638","15044","7530","317","11634","145","13","3","307","5","1","1445","64","29","27","80","47","1","1","3","34","6","3","0","29","9","1","2","336","43","12","7","45","2","171","5","14","53","10","12","1","6","8","0","426","3","28","0","1","0","1","0","1","1","0","1","0","6","6","8","0","3","23","3","2","2","4","0","3","2","3","0","0","1","4","13","7","0","0","0","0","0","0","0","0","3","32628","6234","0","111","112","2","2","1","25","43","21","26","2","3","18","25","6","3","10","0","0","2","100","421","59","30","6","53","15","44","31","2","0","0","6992","1073","16","14","9","2","3","2","5","4","0","269","2236","2917","782","1110","3633","386","493","480","179","255","160","13","282","179","431","0","54","5","15","2","0","1","25","57","0","19","0","4","17","14","8","38","62","357","0","146","120","37","1","43","17","4","0"
"101","2","133793","23284","9","50532","163442","5844","293","9573","9060","27153","18202","7770","91","12281","88","4","12","386","3","2","2030","106","38","55","78","31","1","0","6","68","13","1","1","68","20","1","9","367","57","20","16","56","3","341","5","16","65","29","6","4","2","6","0","412","1","23","0","1","1","0","0","0","0","0","24","0","22","7","35","0","4","17","0","3","4","2","3","4","0","0","5","0","0","4","14","28","0","0","0","0","0","3","0","3","1","27417","4874","0","135","77","1","6","0","25","27","70","77","7","2","54","51","8","3","31","0","6","5","62","263","51","32","7","43","19","57","39","6","1","0","5325","736","6","16","5","6","6","1","12","5","3","341","2492","3567","976","1283","3206","424","537","576","164","270","153","10","251","214","479","0","116","13","11","5","1","1","44","119","1","59","3","16","25","20","5","49","131","582","0","243","211","67","2","87","41","9","0"
"101","3","152227","21571","0","78393","253205","3330","221","8270","9998","33756","30853","9026","236","12140","101","2","15","314","3","0","2054","132","61","89","104","39","5","0","3","111","14","13","2","69","8","0","17","475","63","15","17","97","18","280","12","19","83","11","23","9","11","6","0","393","2","31","1","2","0","3","0","0","2","0","8","0","2","4","27","1","0","17","2","0","2","1","4","3","0","1","7","0","1","7","9","10","0","0","0","0","0","0","0","1","0","35202","6525","0","257","39","4","6","1","47","19","40","31","1","11","16","26","5","2","13","0","1","3","85","436","108","38","8","84","35","39","64","4","0","0","5498","843","14","17","3","1","8","3","3","5","4","427","2807","5570","1446","1473","4941","610","856","694","281","340","198","14","392","329","591","0","101","16","19","2","2","5","24","140","1","49","2","47","21","25","2","36","104","508","3","296","228","93","1","84","66","13","0"
"101","4","110313","19862","1","104624","278715","4966","156","6686","11104","28334","27468","10621","128","11960","121","11","13","337","8","5","2046","109","71","71","90","67","0","2","4","90","28","8","0","131","12","15","10","347","64","26","32","90","52","304","7","15","165","16","26","9","19","17","1","319","2","60","0","7","1","0","0","0","2","0","2","0","5","5","17","1","2","25","1","2","2","1","5","5","0","6","31","1","2","2","5","13","0","0","0","0","0","0","0","0","3","33760","5877","0","228","50","3","9","0","34","30","38","31","5","2","31","18","13","3","10","0","1","5","79","409","87","70","20","100","50","31","49","7","5","0","5584","998","13","11","10","2","10","6","4","1","0","429","2706","3649","1015","1365","3781","582","682","670","194","203","167","10","497","270","446","0","98","2","27","4","3","4","28","133","0","47","5","43","43","32","4","28","99","716","0","226","238","86","5","99","60","4","2"
"101","5","116228","20535","1","70826","228607","3879","148","7728","8294","27450","25752","9390","104","12734","88","11","17","450","13","9","1909","92","54","43","93","37","0","0","14","76","10","9","2","46","7","2","7","380","46","15","13","49","7","174","6","20","68","12","7","13","5","7","0","245","4","38","1","2","1","0","0","0","3","1","4","1","21","21","10","0","1","29","0","3","0","0","0","1","1","4","1","0","0","3","10","35","0","0","1","0","0","0","0","2","10","34284","5894","0","202","44","4","6","0","16","35","43","42","3","6","20","29","5","8","13","0","8","2","68","264","79","34","14","52","20","40","42","6","5","1","3821","661","9","20","25","1","4","0","12","0","0","324","2149","3271","1005","1010","3210","408","500","566","128","199","158","10","321","165","377","0","89","5","12","4","0","3","32","145","1","37","0","28","23","25","1","31","51","422","0","163","179","69","1","59","38","6","3"
"101","6","108434","19831","0","99583","199642","8403","175","7687","7481","21768","27377","9538","144","15794","125","22","10","333","6","6","2128","108","85","103","120","47","4","0","8","172","35","18","0","104","26","11","33","502","77","27","20","131","11","345","10","15","95","15","23","21","7","10","0","340","3","78","0","1","0","0","0","0","4","0","8","0","85","12","15","1","6","30","0","1","0","1","0","3","2","7","3","0","0","4","9","20","0","1","2","0","0","0","0","4","10","42318","5131","2","162","62","5","6","1","25","38","63","63","13","11","28","33","6","2","17","0","4","5","97","438","125","46","7","82","39","24","49","10","3","2","4664","798","14","14","17","2","10","2","3","1","2","401","2779","3331","1143","1269","3568","578","597","523","155","258","166","12","713","239","360","0","94","6","22","4","0","3","51","180","0","56","5","15","31","33","8","38","92","1031","0","288","180","99","9","76","75","5","0"
"101","7","101333","18976","8","88625","235447","5525","142","7776","7331","15874","17042","8097","86","12850","88","4","4","375","13","6","1953","78","98","62","70","35","3","1","21","125","9","3","0","35","8","3","3","474","43","14","9","66","4","202","21","7","76","11","9","4","2","7","0","384","4","59","0","1","0","0","1","0","2","1","6","0","14","9","33","0","13","15","2","1","3","1","0","4","0","4","2","2","0","9","12","34","1","0","0","0","0","0","0","3","6","35583","6019","0","173","25","0","9","3","28","36","55","50","11","45","24","26","7","4","19","0","12","1","76","350","69","32","11","49","31","15","52","6","0","0","4358","746","10","24","25","3","14","3","25","32","0","464","2869","3385","1006","1463","3200","509","459","712","177","258","210","8","404","235","571","0","110","4","17","4","1","3","31","128","1","44","0","16","19","43","4","72","91","498","0","241","164","71","2","71","89","4","0"
"101","8","130982","21566","8","94810","205002","9780","231","7887","7134","23991","15117","7914","122","18795","98","7","15","416","16","22","1769","66","57","52","82","51","3","0","14","111","15","1","3","23","3","1","0","379","43","9","24","28","4","171","2","7","42","6","5","5","2","2","0","392","1","36","0","2","0","0","0","3","3","0","2","0","37","6","12","3","7","17","0","5","0","0","1","1","2","6","1","0","0","1","46","27","1","1","0","0","0","1","0","4","15","30688","5294","0","154","64","1","13","1","10","26","66","90","8","16","49","58","1","7","40","0","19","12","48","268","60","36","6","45","21","43","44","5","0","0","3317","630","19","12","27","1","11","1","16","1","2","370","2618","3330","818","1148","3105","510","411","508","138","219","170","7","525","174","446","1","79","8","31","6","1","2","29","87","3","43","1","14","18","21","3","36","67","430","0","276","131","91","0","65","38","3","1"
"101","9","121459","19439","20","71998","185922","6716","525","7876","7091","24700","18965","8363","71","12457","94","5","12","388","34","3","2271","133","71","73","85","44","1","0","27","74","28","7","0","67","31","3","8","302","90","25","31","57","6","231","9","15","86","16","13","12","10","13","0","274","2","67","0","0","1","4","0","4","0","0","37","0","90","5","70","4","3","12","1","8","4","1","1","5","1","5","15","3","2","4","52","30","3","0","0","0","0","0","0","1","19","28502","4446","0","220","69","2","17","1","16","21","82","72","32","2","45","53","9","16","38","0","13","9","103","242","83","27","13","54","31","63","42","5","2","1","4998","806","34","19","16","2","8","0","13","7","0","414","2321","3592","1040","1170","2949","494","607","585","160","223","169","11","372","272","406","0","109","8","18","6","0","4","42","116","0","56","1","19","19","31","9","35","122","478","0","299","224","95","4","73","43","1","0"
"101","10","117996","20839","3","67914","224872","3456","175","6942","8441","29445","28557","8789","124","12994","128","9","7","932","14","4","1969","93","202","115","79","39","1","0","10","72","11","6","1","68","40","4","13","449","57","12","19","57","14","296","10","19","75","17","23","4","4","7","0","257","2","103","0","1","0","4","0","0","3","0","1","0","19","7","16","0","7","27","3","5","2","1","1","6","1","6","1","1","1","2","76","38","2","0","0","0","0","0","0","3","8","34264","6362","0","243","41","2","3","2","42","63","68","61","10","6","27","52","3","7","35","0","15","11","112","366","87","54","11","69","52","39","47","7","0","0","5485","957","11","27","2","2","9","1","24","4","3","489","2703","4540","1195","1578","3822","555","652","724","217","296","171","13","313","194","536","1","121","20","19","5","2","7","68","139","2","52","2","29","31","69","0","38","176","809","0","324","272","120","3","96","87","7","0"
"101","11","125948","23001","6","70690","242967","4096","264","6828","7694","42242","42545","8679","130","13442","105","7","10","401","10","3","2027","129","140","58","110","53","11","2","6","80","22","4","0","73","18","3","14","431","50","12","17","64","10","293","11","5","109","7","26","27","10","4","1","284","3","80","2","0","4","2","0","10","8","0","2","0","12","15","18","18","12","35","2","13","5","4","5","3","2","7","18","2","7","19","12","20","2","0","0","0","0","1","0","1","5","37043","7036","0","269","54","2","3","44","35","57","50","27","11","6","19","31","2","3","20","0","7","12","121","307","88","44","12","78","32","29","47","7","0","1","5424","998","12","25","14","2","13","2","13","4","3","552","3210","4409","1603","1582","4199","691","722","956","475","320","170","21","495","332","605","0","120","18","19","7","1","5","25","159","1","69","0","30","30","41","6","36","146","691","0","315","291","119","0","112","87","3","1"
"101","12","120024","24425","3","90614","228175","7395","149","6582","8677","45681","60331","9413","378","16517","106","4","13","426","13","2","1650","81","34","52","109","57","2","1","4","50","18","1","3","50","7","5","13","354","32","12","13","57","6","194","5","13","49","5","18","7","7","5","0","496","3","46","0","0","0","1","0","0","1","2","7","0","0","4","18","0","3","32","2","1","1","1","0","4","0","3","11","0","2","3","8","18","2","1","0","0","0","1","0","0","1","39727","6922","0","169","26","5","2","4","32","30","27","30","8","5","9","17","1","2","7","0","0","3","94","333","60","17","9","54","19","33","33","5","0","0","8131","1488","8","21","14","5","3","1","9","2","0","301","2562","3493","903","1346","3162","416","612","575","168","235","113","8","683","242","361","1","101","5","13","5","0","4","39","153","0","37","2","14","27","22","3","29","72","544","0","216","249","75","1","54","44","3","1"
"102","1","108872","31129","1","54202","195388","2448","200","5143","4615","17032","20646","8084","95","12367","85","6","4","286","4","1","1710","62","31","36","91","45","0","0","10","43","21","2","1","48","6","2","3","452","59","12","13","51","12","204","7","5","66","8","4","4","6","4","0","316","1","51","0","2","0","1","2","2","1","0","0","0","8","1","23","0","4","25","0","3","2","1","0","1","2","3","5","0","0","2","7","16","0","0","0","0","0","0","0","1","1","29703","5120","0","157","139","7","3","1","24","18","22","28","3","0","25","20","1","0","12","0","3","1","103","354","87","35","9","65","10","37","40","5","1","0","6604","911","7","9","4","0","13","1","6","0","7","316","2217","3430","915","1306","2869","442","570","508","164","233","134","9","178","259","442","0","83","5","11","4","4","2","30","84","0","37","3","17","31","21","1","33","76","440","0","206","197","74","2","53","40","1","0"
"102","2","103581","24129","0","76812","216021","6975","338","9566","6844","29064","16931","7255","220","12331","62","8","6","389","0","9","1513","68","18","26","62","29","1","0","7","33","19","4","0","19","25","3","2","260","27","6","9","39","2","176","4","5","41","12","2","6","1","5","6","457","1","33","0","2","0","0","0","0","0","1","2","0","18","10","16","0","3","19","1","3","1","0","0","1","4","2","0","2","0","4","9","21","0","0","0","0","0","0","0","2","2","27707","5429","0","120","102","3","6","53","25","34","68","95","17","2","48","65","0","7","17","0","8","5","70","220","79","24","10","50","17","60","39","1","1","0","4170","768","11","10","19","1","5","1","6","1","0","269","2479","2911","751","1158","2968","424","402","529","129","198","138","5","271","169","373","0","89","8","22","2","1","2","15","73","0","36","1","14","19","27","4","15","92","394","0","181","232","86","1","63","26","0","0"
"102","3","149824","24252","5","107984","269455","5459","202","10048","9075","33741","34648","10359","230","13679","72","14","8","383","4","5","2400","145","79","94","89","40","4","5","17","74","16","10","1","101","23","13","21","496","50","14","30","88","10","522","11","9","119","19","23","15","6","8","2","363","1","62","0","1","0","1","0","0","0","0","5","0","7","2","31","1","2","64","0","4","4","1","2","3","0","1","3","0","1","2","8","39","1","0","0","2","0","1","0","0","1","37600","6728","0","255","26","2","9","4","51","28","40","29","9","6","27","18","3","8","19","0","6","3","96","439","109","25","13","90","43","32","40","8","1","1","6044","953","11","13","12","4","3","0","13","3","1","506","2916","5127","1542","1531","4327","738","748","849","323","396","185","10","547","332","555","2","141","6","19","15","1","5","44","147","0","42","2","50","41","49","1","40","97","730","0","331","287","160","3","111","96","1","0"
