"年別","月份","國家名稱","業務","觀光","探親","會議","求學","展覽","醫療","其他","小計"
"Years","Months","Countries","Business","Leisure","Visit Relatives","Conference","Study","Exhibition","Medical Treatment","Others","Subtotals"
"98","3","南葉門(South Yemen)","0","0","1","0","0","0","0","0","1"
"98","3","沙烏地阿拉伯(Saudi Arabia)","52","3","18","0","1","0","0","17","91"
"98","3","科威特(Kuwait)","13","1","0","1","0","0","0","0","15"
"98","3","卡達(Qatar)","4","0","1","1","0","0","0","0","6"
"98","3","阿曼(Oman)","3","1","2","0","0","0","0","4","10"
"98","3","以色列(Israel)","329","30","41","15","0","0","0","41","456"
"98","3","約旦(Jordan)","27","2","4","1","1","0","0","14","49"
"98","3","黎巴嫩(Lebanon)","17","4","4","2","0","0","0","6","33"
"98","3","葉門(Yemen)","3","0","0","0","0","0","0","0","3"
"98","3","賽普勒斯(Cyprus)","1","3","0","0","0","0","0","3","7"
"98","3","埃及(Egypt)","55","0","10","2","2","0","0","16","85"
"98","3","摩洛哥(Morocco)","14","1","0","0","0","0","0","0","15"
"98","3","阿爾及利亞(Algeria)","12","1","1","0","0","0","0","4","18"
"98","3","突尼西亞(Tunisia)","6","1","0","0","0","0","0","0","7"
"98","3","利比亞(Libya
)","4","0","3","0","0","0","0","3","10"
"98","3","蘇丹(Sudan)","0","0","1","0","0","0","0","1","2"
"98","3","索馬利亞(Somalia)","0","0","0","0","0","0","0","0","0"
"98","3","南非(S. Africa)","184","40","58","9","5","0","0","46","342"
"98","3","象牙海岸(Cote D'ivoire)","2","0","0","0","1","0","0","0","3"
"98","3","奈及利亞(Nigeria)","24","0","3","2","2","0","0","10","41"
"98","3","賴比瑞亞(Liberia)","0","0","0","0","0","0","0","0","0"
"98","3","幾內亞(Guinea)","1","0","0","0","0","0","0","1","2"
"98","3","安哥拉(Angola)","0","0","0","0","0","0","0","0","0"
"98","3","剛果共和國(Congo)","2","0","0","0","0","0","0","3","5"
"98","3","中非共和國(Central African)","0","0","0","0","0","0","0","0","0"
"98","3","波札那(Botswana)","0","0","0","0","0","0","0","0","0"
"98","3","喀麥隆(Cameroon)","0","0","0","0","0","0","0","0","0"
"98","3","查德(Chad)","0","0","0","0","0","0","0","0","0"
"98","3","衣索匹亞(Ethiopia)","2","0","0","2","1","0","0","0","5"
"98","3","加彭(Gabon)","0","0","0","0","0","0","0","0","0"
"98","3","甘比亞(Gambia)","0","0","1","2","6","0","0","9","18"
"98","3","迦納(Ghana)","2","0","1","0","0","0","0","4","7"
"98","3","肯亞(Kenya)","14","0","1","0","0","0","0","1","16"
"98","3","賴索托(Lesotho)","0","0","0","0","0","0","0","0","0"
"98","3","馬拉加西(Madagascar)","0","0","0","0","0","0","0","0","0"
"98","3","模里西斯(Mauritius)","7","3","3","0","0","0","0","1","14"
"98","3","馬利(Mali)","0","0","0","0","0","0","0","1","1"
"98","3","馬拉威(Malawi)","1","0","0","0","0","0","0","0","1"
"98","3","莫三鼻克(Mozambique)","1","0","0","1","0","0","0","0","2"
"98","3","尼日(Niger)","0","0","0","0","0","0","0","0","0"
"98","3","盧安達(Rwanda)","0","0","0","0","0","0","0","0","0"
"98","3","塞內加爾(Senegal)","0","0","0","0","0","0","0","0","0"
"98","3","獅子山(Sierra Leone)","0","0","0","0","0","0","0","0","0"
"98","3","坦桑尼亞(Tanzania)","1","0","2","0","0","0","0","0","3"
"98","3","烏干達(Uganda)","2","0","1","1","1","0","0","0","5"
"98","3","尚比亞(Zambia)","2","0","0","0","0","0","0","0","2"
"98","3","多哥(Togolese Republic)","0","0","0","1","0","0","0","0","1"
"98","3","辛巴威(Zimbabwe)","2","0","0","0","0","0","0","0","2"
"98","3","史瓦濟蘭(Swaziland)","2","0","1","0","2","0","0","0","5"
"98","3","布吉納法索(Burkina Faso)","8","0","4","8","3","0","0","5","28"
"98","3","貝南(Benin)","1","0","0","0","0","0","0","0","1"
"98","3","赤道幾內亞(Equatorial Guinea)","0","0","0","0","0","0","0","0","0"
"98","3","維德角島(Cape Verde)","0","0","0","0","0","0","0","0","0"
"98","3","吉布地(Djibouti)","0","0","0","0","0","0","0","0","0"
"98","3","西撒哈拉(Saharaui)","0","0","0","0","0","0","0","0","0"
"98","3","幾內亞比索(Guinea Bissau)","0","0","0","0","0","0","0","0","0"
"98","3","葛摩(Comoros)","0","0","0","0","0","0","0","0","0"
"98","3","留尼旺(Reunion)","0","0","0","0","0","0","0","0","0"
"98","3","聖多美及普林西比(Sao Tome & Principe)","0","0","0","0","1","0","0","0","1"
"98","3","美國(United States of America)","10123","7974","8372","513","229","0","0","2503","29714"
"98","3","加拿大(Canada)","1137","2920","1110","83","36","0","0","421","5707"
"98","3","百慕達(Bermuda)","1","0","0","0","0","0","0","0","1"
"98","3","墨西哥(Mexico)","79","37","23","2","6","0","0","8","155"
"98","3","巴拿馬(Panama)","3","2","8","0","2","0","0","2","17"
"98","3","巴貝多(Barbados)","0","1","0","0","0","0","0","0","1"
"98","3","巴哈馬(Bahamas)","1","6","0","0","0","0","0","1","8"
"98","3","古巴(Cuba)","0","0","0","0","0","0","0","0","0"
"98","3","哥斯達黎加(Costa Rica)","16","16","11","0","5","0","0","8","56"
"98","3","多明尼加(Dominican Rep.)","9","8","5","0","5","0","0","9","36"
"98","3","瓜地馬拉(Guatemala)","5","5","8","0","9","0","0","5","32"
"98","3","宏都拉斯(Honduras)","12","3","7","1","8","0","0","2","33"
"98","3","海地(Haiti)","0","0","0","0","0","0","0","2","2"
"98","3","牙買加(Jamaica)","1","0","0","0","0","0","0","0","1"
"98","3","尼加拉瓜(Nicaragua)","1","1","4","0","4","0","0","5","15"
"98","3","薩爾瓦多(El Salvador)","2","1","3","1","7","0","0","3","17"
"98","3","千里達及托貝哥(Trinidad)","1","8","0","0","0","0","0","0","9"
"98","3","聖文森(Saint Vincent)","1","0","0","3","0","0","0","0","4"
"98","3","貝里斯(Belize)","0","1","4","1","6","0","0","0","12"
"98","3","格瑞那達(Grenada)","0","0","0","0","0","0","0","0","0"
"98","3","聖露西亞(Saint Lucia)","2","0","1","1","0","0","0","1","5"
"98","3","聖克里斯多福(St. Christopher)","1","4","0","0","1","0","0","1","7"
"98","3","阿根廷(Argentina)","29","13","10","3","1","0","0","15","71"
"98","3","巴西(Brazil)","190","109","66","2","1","0","0","54","422"
"98","3","智利(Chile)","46","8","9","2","3","0","0","14","82"
"98","3","委內瑞拉(Venezuela)","18","2","6","0","1","0","0","6","33"
"98","3","玻利維亞(Bolivia)","1","2","1","0","1","0","0","3","8"
"98","3","哥倫比亞(Colombia)","22","5","15","7","4","0","0","3","56"
"98","3","厄瓜多爾(Ecuador)","6","0","1","3","2","0","0","2","14"
"98","3","巴拉圭(Paraguay)","2","3","7","1","2","0","0","5","20"
"98","3","秘魯(Peru)","13","4","12","2","2","0","0","6","39"
"98","3","烏拉圭(Uruguay)","6","0","0","0","0","0","0","1","7"
"98","3","蘇利南(Suriname)","1","0","0","0","0","0","0","0","1"
"98","3","蓋亞納(Guyana)","2","1","1","0","0","0","0","1","5"
"98","3","澳洲(Australia)","1446","1743","769","162","27","0","0","472","4619"
"98","3","紐西蘭(New Zealand)","270","201","190","24","4","0","0","56","745"
"98","3","裴濟(Fiji)","2","1","4","0","0","0","0","3","10"
"98","3","諾魯(Nauru)","7","30","0","0","0","0","0","3","40"
"98","3","帛琉(Palau)","5","8","1","0","0","0","0","3","17"
"98","3","東加(Tonga)","1","0","4","0","0","0","0","0","5"
"98","3","巴布亞新幾內亞(Papua New Guinea)","1","0","2","0","0","0","0","0","3"
"98","3","萬那杜(Vanuatu)","0","0","3","0","0","0","0","0","3"
"98","3","馬紹爾(Marshall)","0","0","2","1","0","0","0","1","4"
"98","3","大溪地(Tahiti)","13","3","0","0","0","0","0","3","19"
"98","3","密克羅尼西亞(Micronesian)","2","0","0","3","0","0","0","1","6"
"98","3","比利時(Belgium)","235","81","46","8","6","0","0","30","406"
"98","3","法國(France)","1273","413","286","77","45","0","0","163","2257"
"98","3","德國(Germany)","2395","1142","541","77","55","0","0","289","4499"
"98","3","義大利(Italy)","894","158","96","24","7","0","0","127","1306"
"98","3","荷蘭(Netherlands)","767","220","80","22","6","0","0","80","1175"
"98","3","英國(U.K.)","2012","2151","316","107","26","0","0","269","4881"
"98","3","西班牙(Spain)","323","70","49","17","11","0","0","62","532"
"98","3","瑞典(Sweden)","371","80","49","26","18","0","0","30","574"
"98","3","瑞士(Switzerland)","400","173","65","11","11","0","0","28","688"
"98","3","挪威(Norway)","132","38","17","5","1","0","0","21","214"
"98","3","丹麥(Denmark)","294","41","28","3","2","0","0","20","388"
"98","3","愛爾蘭(Ireland)","65","47","18","1","0","0","0","24","155"
"98","3","冰島(Iceland)","18","3","2","0","0","0","0","3","26"
"98","3","葡萄牙(Portugal)","101","479","40","6","2","0","0","56","684"
"98","3","芬蘭(Finland)","154","41","11","8","5","0","0","15","234"
"98","3","奧地利(Austria)","211","133","63","10","10","0","0","37","464"
"98","3","南斯拉夫(Yugoslavia)","2","0","0","0","0","0","0","2","4"
"98","3","希臘(Greece)","79","8","5","2","0","0","0","21","115"
"98","3","馬爾他(Malta)","10","1","0","0","0","0","0","1","12"
"98","3","盧森堡(Luxembourg)","11","12","8","0","1","0","0","0","32"
"98","3","摩納哥(Monaco)","3","4","0","0","0","0","0","0","7"
"98","3","安道爾(Andorra)","0","0","0","0","0","0","0","0","0"
"98","3","列支敦斯登(Liechtenstein)","3","1","1","0","2","0","0","0","7"
"98","3","白俄羅斯(Belarus)","17","0","3","0","1","0","0","6","27"
"98","3","烏克蘭(Ukraine )","34","4","5","1","2","0","0","20","66"
"98","3","教廷(Holy See)","0","1","0","0","0","0","0","0","1"
"98","3","克羅埃西亞(Croatia)","21","1","5","4","0","0","0","7","38"
"98","3","波士尼亞(Bosnia)","2","0","0","0","0","0","0","0","2"
"98","3","愛沙尼亞(Estonia)","9","3","2","0","1","0","0","0","15"
"98","3","立陶宛(Lithuania)","5","2","5","0","1","0","0","3","16"
"98","3","拉脫維亞(Latvia)","10","3","1","0","2","0","0","3","19"
"98","3","馬其頓(Macedonia)","2","0","5","0","0","0","0","1","8"
"98","3","斯洛凡尼亞(Slovenia)","31","6","7","0","1","0","0","9","54"
"98","3","斯洛伐克(Slovakia)","29","15","8","3","3","0","0","10","68"
"98","3","俄羅斯(Russian Federation)","245","85","64","13","12","0","0","146","565"
"98","3","東德(German Democratic)","0","0","0","0","0","0","0","0","0"
"98","3","波蘭(Poland)","163","23","19","5","4","0","0","53","267"
"98","3","捷克(Czech)","87","33","44","6","7","0","0","41","218"
"98","3","匈牙利(Hungary)","42","11","12","3","2","0","0","15","85"
"98","3","阿爾巴尼亞(Albania)","1","1","0","0","0","0","0","1","3"
"98","3","羅馬尼亞(Romania)","27","0","9","0","1","0","0","4","41"
"98","3","摩爾多瓦(Moldova)","1","0","1","2","0","0","0","0","4"
"98","3","聖馬利諾(San Marino)","1","0","0","0","0","0","0","0","1"
"98","4","日本(Japan)","18149","52313","2454","501","179","0","0","5715","79311"
"98","4","韓國(Korea)","4360","5342","1220","422","115","0","0","1835","13294"
"98","4","北韓(Democratic People's Republic of Korea)","0","0","0","0","0","0","0","0","0"
"98","4","香港(Hong Kong)","4648","69221","3316","435","104","0","0","6925","84649"
"98","4","中國大陸(Mainland China)","5748","79272","5917","1794","99","0","0","38634","131464"
"98","4","澳門(Macao)","88","2514","136","14","173","0","0","421","3346"
"98","4","蒙古(Mongolia)","29","10","20","9","16","0","0","25","109"
"98","4","越南(Vietnam)","594","163","1288","67","63","0","0","2422","4597"
"98","4","泰國(Thailand)","1330","1660","1800","89","81","0","0","3123","8083"
"98","4","馬來西亞(Malaysia)","1865","8338","970","199","91","0","0","846","12309"
"98","4","新加坡(Singapore)","2987","10351","1071","222","33","0","0","3441","18105"
"98","4","菲律賓(Philippines)","1341","1940","742","93","187","0","0","3347","7650"
"98","4","汶萊(Brunei)","6","32","15","1","0","0","0","10","64"
"98","4","印尼(Indonesia)","796","829","501","53","65","0","0","6059","8303"
"98","4","柬埔寨(Cambodia)","21","15","24","0","0","0","0","35","95"
"98","4","寮國(Laos)","0","0","1","0","0","0","0","1","2"
"98","4","帝汶(Timor)","2","2","0","0","0","0","0","1","5"
"98","4","緬甸(Myanmar)","23","4","35","3","6","0","0","79","150"
"98","4","索羅門群島(Solomon Islands)","0","0","0","1","0","0","0","0","1"
"98","4","吐瓦魯(Tuvalu)","3","0","0","2","1","0","0","2","8"
"98","4","印度(India)","850","62","168","104","33","0","0","254","1471"
"98","4","巴基斯坦(Pakistan)","39","1","3","6","2","0","0","10","61"
"98","4","斯里蘭卡(Sri Lanka)","12","2","10","3","0","0","0","11","38"
"98","4","孟加拉(Bangladesh)","30","0","6","1","1","0","0","5","43"
"98","4","尼泊爾(Nepal)","9","1","5","1","1","0","0","52","69"
"98","4","不丹(Bhutan )","3","0","3","1","0","0","0","18","25"
"98","4","馬爾地夫(Maldives)","1","0","0","0","0","0","0","0","1"
"98","4","塞席爾(Seychelles)","0","0","0","0","0","0","0","1","1"
"98","4","吉里巴斯(Kiribati)","2","0","0","1","0","0","0","2","5"
"98","4","伊朗(Iran)","94","9","10","9","0","0","0","8","130"
"98","4","伊拉克(Iraq)","20","3","2","0","0","0","0","4","29"
"98","4","巴林(Bahrain)","9","0","2","0","0","0","0","0","11"
"98","4","南葉門(South Yemen)","0","0","0","0","1","0","0","0","1"
"98","4","沙烏地阿拉伯(Saudi Arabia)","48","4","19","3","0","0","0","17","91"
"98","4","科威特(Kuwait)","7","2","1","0","0","0","0","1","11"
"98","4","卡達(Qatar)","5","0","1","0","0","0","0","0","6"
"98","4","阿曼(Oman)","7","0","7","0","0","0","0","4","18"
"98","4","以色列(Israel)","176","39","54","14","0","0","0","26","309"
"98","4","約旦(Jordan)","42","6","8","1","1","0","0","15","73"
"98","4","黎巴嫩(Lebanon)","25","2","4","3","0","0","0","8","42"
"98","4","葉門(Yemen)","0","0","0","0","0","0","0","0","0"
"98","4","賽普勒斯(Cyprus)","3","4","0","1","0","0","0","2","10"
"98","4","埃及(Egypt)","94","2","9","5","1","0","0","30","141"
"98","4","摩洛哥(Morocco)","32","1","0","0","2","0","0","1","36"
"98","4","阿爾及利亞(Algeria)","16","1","0","1","0","0","0","1","19"
"98","4","突尼西亞(Tunisia)","11","3","2","1","0","0","0","2","19"
"98","4","利比亞(Libya
)","17","0","2","0","0","0","0","9","28"
"98","4","蘇丹(Sudan)","8","0","2","0","0","0","0","1","11"
"98","4","索馬利亞(Somalia)","0","0","0","0","0","0","0","0","0"
"98","4","南非(S. Africa)","138","44","59","4","5","0","0","48","298"
"98","4","象牙海岸(Cote D'ivoire)","1","0","1","0","0","0","0","2","4"
"98","4","奈及利亞(Nigeria)","61","0","8","1","8","0","0","18","96"
"98","4","賴比瑞亞(Liberia)","0","0","0","0","0","0","0","0","0"
"98","4","幾內亞(Guinea)","0","1","0","0","0","0","0","2","3"
"98","4","安哥拉(Angola)","1","0","0","0","0","0","0","0","1"
"98","4","剛果共和國(Congo)","3","0","0","0","0","0","0","0","3"
"98","4","中非共和國(Central African)","0","0","0","0","0","0","0","0","0"
"98","4","波札那(Botswana)","0","0","0","0","0","0","0","0","0"
"98","4","喀麥隆(Cameroon)","0","0","0","0","0","0","0","0","0"
"98","4","查德(Chad)","0","0","0","0","0","0","0","0","0"
"98","4","衣索匹亞(Ethiopia)","2","0","4","1","0","0","0","3","10"
"98","4","加彭(Gabon)","0","0","0","0","0","0","0","0","0"
"98","4","甘比亞(Gambia)","0","0","2","0","1","0","0","32","35"
"98","4","迦納(Ghana)","1","1","0","0","0","0","0","0","2"
"98","4","肯亞(Kenya)","39","1","14","3","4","0","0","25","86"
"98","4","賴索托(Lesotho)","0","0","0","0","0","0","0","0","0"
"98","4","馬拉加西(Madagascar)","1","0","0","1","0","0","0","0","2"
"98","4","模里西斯(Mauritius)","2","11","0","0","0","0","0","2","15"
"98","4","馬利(Mali)","0","0","0","0","0","0","0","0","0"
"98","4","馬拉威(Malawi)","1","0","0","0","0","0","0","0","1"
"98","4","莫三鼻克(Mozambique)","0","0","1","0","0","0","0","2","3"
"98","4","尼日(Niger)","0","0","0","0","0","0","0","0","0"
"98","4","盧安達(Rwanda)","0","0","0","0","0","0","0","0","0"
"98","4","塞內加爾(Senegal)","0","0","0","0","0","0","0","0","0"
"98","4","獅子山(Sierra Leone)","1","0","0","0","0","0","0","0","1"
"98","4","坦桑尼亞(Tanzania)","4","1","0","0","1","0","0","1","7"
"98","4","烏干達(Uganda)","1","0","2","0","0","0","0","0","3"
"98","4","尚比亞(Zambia)","0","0","1","0","0","0","0","0","1"
"98","4","多哥(Togolese Republic)","0","0","0","0","0","0","0","0","0"
"98","4","辛巴威(Zimbabwe)","0","0","0","1","0","0","0","1","2"
"98","4","史瓦濟蘭(Swaziland)","6","0","0","0","1","0","0","10","17"
"98","4","布吉納法索(Burkina Faso)","1","1","2","0","0","0","0","0","4"
"98","4","貝南(Benin)","0","0","0","0","0","0","0","0","0"
"98","4","赤道幾內亞(Equatorial Guinea)","0","0","0","0","0","0","0","0","0"
"98","4","維德角島(Cape Verde)","0","0","0","0","0","0","0","0","0"
"98","4","吉布地(Djibouti)","0","0","0","0","0","0","0","0","0"
"98","4","西撒哈拉(Saharaui)","0","0","0","0","0","0","0","0","0"
"98","4","幾內亞比索(Guinea Bissau)","0","0","0","0","0","0","0","0","0"
"98","4","葛摩(Comoros)","0","0","0","0","0","0","0","0","0"
"98","4","留尼旺(Reunion)","0","0","0","0","0","0","0","0","0"
"98","4","聖多美及普林西比(Sao Tome & Principe)","0","0","0","0","0","0","0","4","4"
"98","4","美國(United States of America)","8890","10093","9199","607","207","0","0","2783","31779"
"98","4","加拿大(Canada)","926","3179","942","92","33","0","0","432","5604"
"98","4","百慕達(Bermuda)","0","0","0","0","0","0","0","0","0"
"98","4","墨西哥(Mexico)","64","181","22","6","10","0","0","26","309"
