"年別","月份","國家名稱","飛機_松山","飛機_桃園","飛機_臺中","飛機_高雄","飛機_其他","輪船_基隆","輪船_臺中","輪船_高雄","輪船_蘇澳","輪船_花蓮","輪船_金門","輪船_馬祖","輪船_其他","小計"
"Years","Months","Countries","Air. SongShan","Air. Taoyuan","Air. Taichung","Air. Kaohsiung","Air. Others","Sea. Keelung","Sea. Taichung","Sea. Kaohsiung","Sea. Suao","Sea. Hualien","Sea. Kinmem","Sea. Matsu","Sea. Others","Subtotals"
"98","7","馬紹爾(Marshall)","0","8","0","0","0","0","0","0","0","0","0","0","0","8"
"98","7","大溪地(Tahiti)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","7","密克羅尼西亞(Micronesian)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","7","比利時(Belgium)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","7","法國(France)","0","2192","0","14","0","0","0","0","0","0","0","0","0","2206"
"98","7","德國(Germany)","0","2427","0","159","0","0","0","0","0","0","0","0","0","2586"
"98","7","義大利(Italy)","0","856","0","35","0","0","0","0","0","0","0","0","0","891"
"98","7","荷蘭(Netherlands)","0","9144","0","29","0","0","0","0","0","0","0","0","0","9173"
"98","7","英國(U.K.)","0","4846","0","402","0","0","0","0","0","0","0","0","3","5251"
"98","7","西班牙(Spain)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","7","瑞典(Sweden)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","7","瑞士(Switzerland)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","7","挪威(Norway)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","7","丹麥(Denmark)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","7","愛爾蘭(Ireland)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","7","冰島(Iceland)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","7","葡萄牙(Portugal)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","7","芬蘭(Finland)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","7","奧地利(Austria)","0","3542","0","75","0","0","0","0","0","0","0","0","0","3617"
"98","7","南斯拉夫(Yugoslavia)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","7","希臘(Greece)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","7","馬爾他(Malta)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","7","盧森堡(Luxembourg)","0","1","0","0","0","0","0","0","0","0","0","0","0","1"
"98","7","摩納哥(Monaco)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","7","安道爾(Andorra)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","7","列支敦斯登(Liechtenstein)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","7","白俄羅斯(Belarus)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","7","烏克蘭(Ukraine )","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","7","教廷(Holy See)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","7","克羅埃西亞(Croatia)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","7","波士尼亞(Bosnia)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","7","愛沙尼亞(Estonia)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","7","立陶宛(Lithuania)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","7","拉脫維亞(Latvia)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","7","馬其頓(Macedonia)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","7","斯洛凡尼亞(Slovenia)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","7","斯洛伐克(Slovakia)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","7","俄羅斯(Russian Federation)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","7","東德(German Democratic)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","7","波蘭(Poland)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","7","捷克(Czech)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","7","匈牙利(Hungary)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","7","阿爾巴尼亞(Albania)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","7","羅馬尼亞(Romania)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","7","摩爾多瓦(Moldova)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","7","聖馬利諾(San Marino)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","日本(Japan)","2","98200","0","11628","0","20528","0","1","0","0","0","0","0","130359"
"98","8","韓國(Korea)","3","36721","101","3305","0","0","1","0","0","0","0","0","0","40131"
"98","8","北韓(Democratic People's Republic of Korea)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","香港(Hong Kong)","8","187604","9003","40269","0","13","0","83","0","0","0","0","1","236981"
"98","8","中國大陸(Mainland China)","15760","66395","407","3058","0","0","0","11","0","0","0","3046","49","88726"
"98","8","澳門(Macao)","0","53358","0","17072","0","0","0","0","0","0","0","0","0","70430"
"98","8","蒙古(Mongolia)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","越南(Vietnam)","0","16373","1958","5232","0","0","0","0","0","0","0","0","0","23563"
"98","8","泰國(Thailand)","0","25293","0","2609","0","0","0","0","0","0","0","0","0","27902"
"98","8","馬來西亞(Malaysia)","0","18881","0","2417","0","0","0","1","0","0","0","0","0","21299"
"98","8","新加坡(Singapore)","0","14628","0","847","0","0","3","0","0","3","0","0","3","15484"
"98","8","菲律賓(Philippines)","0","9496","0","2048","0","0","0","0","0","0","0","0","0","11544"
"98","8","汶萊(Brunei)","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"98","8","印尼(Indonesia)","0","14539","0","1760","0","0","1","1","0","0","0","0","0","16301"
"98","8","柬埔寨(Cambodia)","0","3835","0","62","0","0","0","0","0","0","0","0","0","3897"
"98","8","寮國(Laos)","0","0","17","0","0","0","0","0","0","0","0","0","0","17"
"98","8","帝汶(Timor)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","緬甸(Myanmar)","0","861","0","67","0","0","0","0","0","0","0","0","0","928"
"98","8","索羅門群島(Solomon Islands)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","吐瓦魯(Tuvalu)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","印度(India)","0","1066","0","0","0","0","2","0","0","0","0","0","0","1068"
"98","8","巴基斯坦(Pakistan)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","斯里蘭卡(Sri Lanka)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","孟加拉(Bangladesh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","尼泊爾(Nepal)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","不丹(Bhutan )","0","1032","0","0","0","0","0","0","0","0","0","0","0","1032"
"98","8","馬爾地夫(Maldives)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","塞席爾(Seychelles)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","吉里巴斯(Kiribati)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","伊朗(Iran)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","伊拉克(Iraq)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","巴林(Bahrain)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","南葉門(South Yemen)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","沙烏地阿拉伯(Saudi Arabia)","0","239","0","0","0","0","0","0","0","0","0","0","0","239"
"98","8","科威特(Kuwait)","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"98","8","卡達(Qatar)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","阿曼(Oman)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","以色列(Israel)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","約旦(Jordan)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","敘利亞(Syria)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","黎巴嫩(Lebanon)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","阿拉伯聯合大公國(United Arab Emirates)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","葉門(Yemen)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","土耳其(TURKEY)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","賽普勒斯(Cyprus)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","阿富汗(觀光)(Afghanistan)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","埃及(Egypt)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","摩洛哥(Morocco)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","阿爾及利亞(Algeria)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","突尼西亞(Tunisia)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","利比亞(Libya
)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","蘇丹(Sudan)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","索馬利亞(Somalia)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","南非(S. Africa)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","象牙海岸(Cote D'ivoire)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","奈及利亞(Nigeria)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","賴比瑞亞(Liberia)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","幾內亞(Guinea)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","安哥拉(Angola)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","剛果共和國(Congo)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","中非共和國(Central African)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","波札那(Botswana)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","喀麥隆(Cameroon)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","查德(Chad)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","衣索匹亞(Ethiopia)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","加彭(Gabon)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","甘比亞(Gambia)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","迦納(Ghana)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","肯亞(Kenya)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","賴索托(Lesotho)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","馬拉加西(Madagascar)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","模里西斯(Mauritius)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","馬利(Mali)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","馬拉威(Malawi)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","莫三鼻克(Mozambique)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","尼日(Niger)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","盧安達(Rwanda)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","塞內加爾(Senegal)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","獅子山(Sierra Leone)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","坦桑尼亞(Tanzania)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","烏干達(Uganda)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","尚比亞(Zambia)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","多哥(Togolese Republic)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","辛巴威(Zimbabwe)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","史瓦濟蘭(Swaziland)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","布吉納法索(Burkina Faso)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","貝南(Benin)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","赤道幾內亞(Equatorial Guinea)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","維德角島(Cape Verde)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","吉布地(Djibouti)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","西撒哈拉(Saharaui)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","幾內亞比索(Guinea Bissau)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","葛摩(Comoros)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","留尼旺(Reunion)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","聖多美及普林西比(Sao Tome & Principe)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","美國(United States of America)","0","39978","0","1487","0","0","0","0","0","0","0","0","0","41465"
"98","8","加拿大(Canada)","0","7258","0","528","0","0","0","0","0","0","0","0","0","7786"
"98","8","百慕達(Bermuda)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","墨西哥(Mexico)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","巴拿馬(Panama)","0","0","0","2","0","0","0","2","0","0","0","0","9","13"
"98","8","巴貝多(Barbados)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","巴哈馬(Bahamas)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","古巴(Cuba)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","哥斯達黎加(Costa Rica)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","多明尼加(Dominican Rep.)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","瓜地馬拉(Guatemala)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","宏都拉斯(Honduras)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","海地(Haiti)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","牙買加(Jamaica)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","尼加拉瓜(Nicaragua)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","薩爾瓦多(El Salvador)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","千里達及托貝哥(Trinidad)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","聖文森(Saint Vincent)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","貝里斯(Belize)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","格瑞那達(Grenada)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","聖露西亞(Saint Lucia)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","智利(Chile)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","委內瑞拉(Venezuela)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","玻利維亞(Bolivia)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","哥倫比亞(Colombia)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","厄瓜多爾(Ecuador)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","巴拉圭(Paraguay)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","秘魯(Peru)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","烏拉圭(Uruguay)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","蘇利南(Suriname)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","蓋亞納(Guyana)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","澳洲(Australia)","0","6632","0","356","0","8","0","0","0","1","0","0","0","6997"
"98","8","紐西蘭(New Zealand)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","裴濟(Fiji)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","諾魯(Nauru)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","帛琉(Palau)","4","823","0","2","0","0","0","0","0","0","0","0","0","829"
"98","8","東加(Tonga)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","巴布亞新幾內亞(Papua New Guinea)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","萬那杜(Vanuatu)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","馬紹爾(Marshall)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","大溪地(Tahiti)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","密克羅尼西亞(Micronesian)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","比利時(Belgium)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","法國(France)","0","1964","0","24","0","0","0","0","0","0","0","0","0","1988"
"98","8","德國(Germany)","0","3263","0","157","0","0","0","0","0","0","0","0","0","3420"
"98","8","義大利(Italy)","0","834","0","15","0","0","0","0","0","0","0","0","0","849"
"98","8","荷蘭(Netherlands)","0","9745","0","64","0","0","0","0","0","0","0","0","0","9809"
"98","8","英國(U.K.)","0","4753","0","358","0","0","0","1","0","0","0","0","0","5112"
"98","8","西班牙(Spain)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","瑞典(Sweden)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","瑞士(Switzerland)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","挪威(Norway)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","丹麥(Denmark)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","愛爾蘭(Ireland)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","冰島(Iceland)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","葡萄牙(Portugal)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","芬蘭(Finland)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","奧地利(Austria)","0","3255","0","91","0","0","0","0","0","0","0","0","0","3346"
"98","8","南斯拉夫(Yugoslavia)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","希臘(Greece)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","馬爾他(Malta)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","盧森堡(Luxembourg)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","摩納哥(Monaco)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","安道爾(Andorra)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","列支敦斯登(Liechtenstein)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","白俄羅斯(Belarus)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","烏克蘭(Ukraine )","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","教廷(Holy See)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","克羅埃西亞(Croatia)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","波士尼亞(Bosnia)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","愛沙尼亞(Estonia)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","立陶宛(Lithuania)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","拉脫維亞(Latvia)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","馬其頓(Macedonia)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","斯洛凡尼亞(Slovenia)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","斯洛伐克(Slovakia)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","俄羅斯(Russian Federation)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","東德(German Democratic)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","波蘭(Poland)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","捷克(Czech)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","匈牙利(Hungary)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","阿爾巴尼亞(Albania)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","羅馬尼亞(Romania)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","摩爾多瓦(Moldova)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","8","聖馬利諾(San Marino)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","9","日本(Japan)","1","63221","0","7168","0","17334","0","3","0","0","0","0","0","87727"
"98","9","韓國(Korea)","58","21448","0","1917","0","0","0","0","0","0","0","0","0","23423"
"98","9","北韓(Democratic People's Republic of Korea)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","9","香港(Hong Kong)","43","118023","5939","27628","0","11","1","55","0","0","0","0","4","151704"
"98","9","中國大陸(Mainland China)","14684","93262","2292","7476","0","36","0","12","0","0","0","1947","20","119729"
"98","9","澳門(Macao)","0","38862","0","12801","0","0","0","0","0","0","0","0","0","51663"
"98","9","蒙古(Mongolia)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","9","越南(Vietnam)","0","12696","1608","3455","0","0","0","2","0","0","0","0","0","17761"
"98","9","泰國(Thailand)","0","18029","0","1498","0","0","0","0","0","0","0","0","0","19527"
"98","9","馬來西亞(Malaysia)","0","10073","0","1061","0","0","0","0","0","0","0","0","0","11134"
"98","9","新加坡(Singapore)","0","8536","0","610","0","0","0","2","0","0","0","0","1","9149"
"98","9","菲律賓(Philippines)","0","6023","0","797","0","0","0","0","0","0","0","0","0","6820"
"98","9","汶萊(Brunei)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","9","印尼(Indonesia)","0","12640","0","1288","0","0","1","2","0","0","0","0","1","13932"
"98","9","柬埔寨(Cambodia)","0","2730","0","40","0","0","0","0","0","0","0","0","0","2770"
"98","9","寮國(Laos)","0","61","103","0","0","0","0","0","0","0","0","0","0","164"
"98","9","帝汶(Timor)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","9","緬甸(Myanmar)","0","489","0","19","0","0","0","0","0","0","0","0","0","508"
"98","9","索羅門群島(Solomon Islands)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","9","吐瓦魯(Tuvalu)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","9","印度(India)","0","906","0","0","0","0","0","0","0","0","0","0","0","906"
"98","9","巴基斯坦(Pakistan)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","9","斯里蘭卡(Sri Lanka)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","9","孟加拉(Bangladesh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","9","尼泊爾(Nepal)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","9","不丹(Bhutan )","0","157","0","0","0","0","0","0","0","0","0","0","0","157"
"98","9","馬爾地夫(Maldives)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","9","塞席爾(Seychelles)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","9","吉里巴斯(Kiribati)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","9","伊朗(Iran)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","9","伊拉克(Iraq)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","9","巴林(Bahrain)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","9","南葉門(South Yemen)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","9","沙烏地阿拉伯(Saudi Arabia)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","9","科威特(Kuwait)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","9","卡達(Qatar)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","9","阿曼(Oman)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","9","以色列(Israel)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","9","約旦(Jordan)","0","2","0","0","0","0","0","0","0","0","0","0","0","2"
"98","9","敘利亞(Syria)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","9","黎巴嫩(Lebanon)","0","41","0","0","0","0","0","0","0","0","0","0","0","41"
"98","9","阿拉伯聯合大公國(United Arab Emirates)","0","1","0","0","0","0","0","0","0","0","0","0","0","1"
"98","9","葉門(Yemen)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","9","土耳其(TURKEY)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","9","賽普勒斯(Cyprus)","0","28","0","0","0","0","0","0","0","0","0","0","0","28"
"98","9","阿富汗(觀光)(Afghanistan)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","9","埃及(Egypt)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","9","摩洛哥(Morocco)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","9","阿爾及利亞(Algeria)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","9","突尼西亞(Tunisia)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","9","利比亞(Libya
)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","9","蘇丹(Sudan)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","9","索馬利亞(Somalia)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","9","南非(S. Africa)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","9","象牙海岸(Cote D'ivoire)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","9","奈及利亞(Nigeria)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","9","賴比瑞亞(Liberia)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","9","幾內亞(Guinea)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","9","安哥拉(Angola)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","9","剛果共和國(Congo)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","9","中非共和國(Central African)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","9","波札那(Botswana)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","9","喀麥隆(Cameroon)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","9","查德(Chad)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","9","衣索匹亞(Ethiopia)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","9","加彭(Gabon)","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
